Accession,Submitters,Organization,Release_Date,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date,complete_date,complete_location,date_format,wild/captive,migration pattern,notes
JF834567,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m6/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-09,TRUE,,yyyy-mm-dd,,,
JF834568,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-mo-m7/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-12,TRUE,,yyyy-mm-dd,,,
JF834569,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m11/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-19,TRUE,,yyyy-mm-dd,,,
JF834570,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m14/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-19,TRUE,,yyyy-mm-dd,,,
JF834571,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m16/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-21,TRUE,,yyyy-mm-dd,,,
JF834572,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m17/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-23,TRUE,,yyyy-mm-dd,,,
JF834573,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m19/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-24,TRUE,,yyyy-mm-dd,,,
JF834574,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m20/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-26,TRUE,,yyyy-mm-dd,,,
JF834575,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m21/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-26,TRUE,,yyyy-mm-dd,,,
JF834576,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m24/2010,264,partial,Modena,Italy,Culex pipiens,,2010-08-30,TRUE,,yyyy-mm-dd,,,
JF834577,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m27/2010,264,partial,Modena,Italy,Culex pipiens,,2010-09-02,TRUE,,yyyy-mm-dd,,,
JF834578,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m34/2010,264,partial,Modena,Italy,Culex pipiens,,2010-09-23,TRUE,,yyyy-mm-dd,,,
JF834579,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RA-m1/2010,264,partial,Ravenna,Italy,Culex pipiens,,2010-08-12,TRUE,,yyyy-mm-dd,,,
JF834580,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RA-m2/2010,264,partial,Ravenna,Italy,Culex pipiens,,2010-08-12,TRUE,,yyyy-mm-dd,,,
JF834581,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RA-m3/2010,264,partial,Ravenna,Italy,Culex pipiens,,2010-08-12,TRUE,,yyyy-mm-dd,,,
JF834582,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RA-m5/2010,264,partial,Ravenna,Italy,Culex pipiens,,2010-08-12,TRUE,,yyyy-mm-dd,,,
JF834583,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RA-m4/2010,264,partial,Ravenna,Italy,Culex pipiens,,2010-08-12,TRUE,,yyyy-mm-dd,,,
JF834584,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m1/2010,264,partial,Reggio Emilia,Italy,Culex pipiens,,2010-07-27,TRUE,,yyyy-mm-dd,,,
JF834585,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m2/2010,264,partial,Reggio Emilia,Italy,Culex pipiens,,2010-07-27,TRUE,,yyyy-mm-dd,,,
JF834586,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m3/2010,264,partial,Reggio Emilia,Italy,Culex pipiens,,2010-07-27,TRUE,,yyyy-mm-dd,,,
JF834587,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m6/2010,226,partial,Reggio Emilia,Italy,Culex pipiens,,2010-08-10,TRUE,,yyyy-mm-dd,,,
JF834588,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-b3/2010,264,partial,Modena,Italy,Caprimulgus europaeus,,2010-06-12,TRUE,,yyyy-mm-dd,,,
JF834589,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-b6/2010,264,partial,Modena,Italy,Turdus merula,,2010-08-21,TRUE,,yyyy-mm-dd,,,
JF834590,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m4/2010,264,partial,Reggio Emilia,Italy,Culex pipiens,,2010-08-10,TRUE,,yyyy-mm-dd,,,
JF834591,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m7/2010,264,partial,Reggio Emilia,Italy,Culex pipiens,,2010-08-10,TRUE,,yyyy-mm-dd,,,
JF834592,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m8/2010,264,partial,Reggio Emilia,Italy,Culex pipiens,,2010-08-10,TRUE,,yyyy-mm-dd,,,
JF834593,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m9/2010,263,partial,Reggio Emilia,Italy,Culex pipiens,,2010-08-10,TRUE,,yyyy-mm-dd,,,
JF834594,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m10/2010,264,partial,Reggio Emilia,Italy,Culex pipiens,,2010-08-10,TRUE,,yyyy-mm-dd,,,
JF834595,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-RE-m11/2010,264,partial,Reggio Emilia,Italy,Culex pipiens,,2010-08-10,TRUE,,yyyy-mm-dd,,,
JF834596,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-MO-m4/2010,264,partial,Modena,Italy,Culex pipiens,,2010-07-22,TRUE,,yyyy-mm-dd,,,
JF834597,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-b2/2010,425,partial,Bologna,Italy,Pica pica,,2010-07-29,TRUE,,yyyy-mm-dd,,,
JF834598,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m1/2010,402,partial,Bologna,Italy,Culex pipiens,,2010-08-05,TRUE,,yyyy-mm-dd,,,
JF834599,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m2/2010,426,partial,Bologna,Italy,Culex pipiens,,2010-08-06,TRUE,,yyyy-mm-dd,,,
JF834600,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m3/2010,426,partial,Bologna,Italy,Culex pipiens,,2010-08-06,TRUE,,yyyy-mm-dd,,,
JF834601,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m4/2010,426,partial,Bologna,Italy,Culex pipiens,,2010-08-09,TRUE,,yyyy-mm-dd,,,
JF834602,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m6/2010,417,partial,Bologna,Italy,Culex pipiens,,2010-08-11,TRUE,,yyyy-mm-dd,,,
JF834603,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m5/2010,426,partial,Bologna,Italy,Culex pipiens,,2010-08-11,TRUE,,yyyy-mm-dd,,,
JF834604,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m7/2010,423,partial,Bologna,Italy,Culex pipiens,,2010-08-13,TRUE,,yyyy-mm-dd,,,
JF834605,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m8/2010,426,partial,Bologna,Italy,Culex pipiens,,2010-08-20,TRUE,,yyyy-mm-dd,,,
JF834606,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m9/2010,425,partial,Bologna,Italy,Culex pipiens,,2010-08-20,TRUE,,yyyy-mm-dd,,,
JF834607,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m10/2010,426,partial,Bologna,Italy,Culex pipiens,,2010-08-20,TRUE,,yyyy-mm-dd,,,
JF834608,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m11/2010,426,partial,Bologna,Italy,Culex pipiens,,2010-08-20,TRUE,,yyyy-mm-dd,,,
JF834609,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m12/2010,402,partial,Bologna,Italy,Culex pipiens,,2010-08-20,TRUE,,yyyy-mm-dd,,,
JF834610,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",2011-10-11,USU-BO-m13/2010,426,partial,Bologna,Italy,Culex pipiens,,2010-08-25,TRUE,,yyyy-mm-dd,,,
