Accession,Organism_Name,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject
OR141534,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-32/18,Orthoflavivirus usutuense,10304,partial,Zoo Osnabrück (NI),Germany,,,,,,
OR141535,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-50/18,Orthoflavivirus usutuense,10304,partial,Tiergarten Nürnberg (BY),Germany,,,,,,
OR141536,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-57/18,Orthoflavivirus usutuense,10304,partial,Püttlingen (SL),Germany,,,,,,
OR141537,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-66/18,Orthoflavivirus usutuense,10304,partial,München (BY),Germany,,,,,,
OR141538,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-80/18,Orthoflavivirus usutuense,10304,partial,Tierpark Berlin-Friesrichsfelde (BE),Germany,,,,,,
OR141539,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-92/18,Orthoflavivirus usutuense,10304,partial,Bergen auf Rügen (MV),Germany,,,,,,
OR141540,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-93/18,Orthoflavivirus usutuense,10304,partial,Grevesmühlen (MV),Germany,,,,,,
OR141541,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-110/18,Orthoflavivirus usutuense,10304,partial,Parchim (MV),Germany,,,,,,
OR141542,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-111/18,Orthoflavivirus usutuense,10304,partial,Warin (MV),Germany,,,,,,
OR141543,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-140/18,Orthoflavivirus usutuense,10304,partial,Prohn (MV),Germany,,,,,,
OR141544,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-77/18,Orthoflavivirus usutuense,10304,partial,Würzburg (BY),Germany,,,,,,
OR141545,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-82/19,Orthoflavivirus usutuense,10304,partial,Zoo Saarbrücken (SL),Germany,,,,,,
OR141546,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-121/19 Nr.1,Orthoflavivirus usutuense,10304,partial,Zoo Braunschweig (NI),Germany,,,,,,
OR141547,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-121/19 Nr.2,Orthoflavivirus usutuense,10304,partial,Zoo Braunschweig (NI),Germany,,,,,,
OR141548,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-159/19,Orthoflavivirus usutuense,10304,partial,Magdeburg (ST),Germany,,,,,,
OR141549,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-222/19,Orthoflavivirus usutuense,10304,partial,Würselen (NW),Germany,,,,,,
OR141550,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-223/19,Orthoflavivirus usutuense,10304,partial,Herzogenrath (NW),Germany,,,,,,
OR141551,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-229/19,Orthoflavivirus usutuense,10304,partial,Gießen (HE),Germany,,,,,,
OR141552,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-236/19,Orthoflavivirus usutuense,10304,partial,Löhne (NW),Germany,,,,,,
OR141553,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-53/20,Orthoflavivirus usutuense,10304,partial,Zoo in der Wingst (NI),Germany,,,,,,
OR141554,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-64/20,Orthoflavivirus usutuense,10304,partial,Bad Nenndorf (NI),Germany,,,,,,
OR141555,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,4219032044/1,Orthoflavivirus usutuense,10304,partial,Halle (ST),Germany,,,,,,
OR141556,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,B-10295-19,Orthoflavivirus usutuense,10304,partial,Wulkau/Kamern (ST),Germany,,,,,,
OR141557,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,B-11136-19,Orthoflavivirus usutuense,10304,partial,Weimar (TH),Germany,,,,,,
OR141558,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,B-11341-19,Orthoflavivirus usutuense,10304,partial,Jena (TH),Germany,,,,,,
OR141559,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,B-11590-19,Orthoflavivirus usutuense,10304,partial,Mühlhausen (TH),Germany,,,,,,
OR141560,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,B-11847-19,Orthoflavivirus usutuense,10304,partial,Dornburg/Camburg (TH),Germany,,,,,,
OR141561,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,B-12411-19,Orthoflavivirus usutuense,10304,partial,Eisenach (TH),Germany,,,,,,
OR141562,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,19 51217-UGF198,Orthoflavivirus usutuense,10304,partial,Erfurt (TH),Germany,,,,,,
OR141563,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,19 51217-UGF201,Orthoflavivirus usutuense,10304,partial,Fürstenwalde (BB),Germany,,,,,,
OR141564,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,19 51217-UGF202,Orthoflavivirus usutuense,10304,partial,Golßen (BB),Germany,,,,,,
OR141565,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,191016985/1,Orthoflavivirus usutuense,10304,partial,Wildgebiet Booßen (BB),Germany,,,,,,
OR141566,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-68/19 Nr.1,Orthoflavivirus usutuense,10304,partial,Kassel (HE),Germany,,,,,,
OR141567,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,M 2349,Orthoflavivirus usutuense,10304,partial,Gelnhausen (HE),Germany,,,,,,
OR141568,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,M 1827,Orthoflavivirus usutuense,10304,partial,Neunkirchen Saarland (SL),Germany,,,,,,
OR141569,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,VD-2019/66038/3,Orthoflavivirus usutuense,10304,partial,Berlin (BE),Germany,,,,,,
OR141570,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,B-11386-19,Orthoflavivirus usutuense,10304,partial,Dresden (SN),Germany,,,,,,
OR141571,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,191013248,Orthoflavivirus usutuense,10304,partial,Gotha (TH),Germany,,,,,,
OR141572,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-138/19 (VD-2019/55644),Orthoflavivirus usutuense,10304,partial,Mühltal (HE),Germany,,,,,,
OR141573,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,19 51217-UGF178,Orthoflavivirus usutuense,10304,partial, Großpostwitz (SN),Germany,,,,,,
OR141574,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,19 51217-UGF179,Orthoflavivirus usutuense,10304,partial,Lebusa (BB),Germany,,,,,,
OR141575,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,19 51217-UGF184,Orthoflavivirus usutuense,10304,partial,Thalberg (BB),Germany,,,,,,
OR141576,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,19 51217-UGF194,Orthoflavivirus usutuense,10304,partial,Lübben (BB),Germany,,,,,,
OR141577,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-220/20,Orthoflavivirus usutuense,10214,partial,Cottbus (BB),Germany,,,,,,
OR141578,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,M 3583,Orthoflavivirus usutuense,10304,partial,Wimmelburg (ST),Germany,,,,,,
OR141579,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,1982; 200429855-6; A2015048/20,Orthoflavivirus usutuense,10304,partial,Hungen (HE),Germany,,,,,,
OR141580,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,4220027168,Orthoflavivirus usutuense,10304,partial,Zoo Heidelberg (BW),Germany,,,,,,
OR141581,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,4220027299,Orthoflavivirus usutuense,10304,partial,Jessen (ST),Germany,,,,,,
OR141582,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,04-51020-000781,Orthoflavivirus usutuense,10304,partial,Lindstedt (ST),Germany,,,,,,
OR141583,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,"2440, 200544406, A20194659",Orthoflavivirus usutuense,10304,partial, Nienburg (NI),Germany,,,,,,
OR141584,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,20 51217-UGF204,Orthoflavivirus usutuense,10304,partial, Heilbronn (BW),Germany,,,,,,
OR141585,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,20 51217-UGF217,Orthoflavivirus usutuense,10304,partial,Cottbus (BB),Germany,,,,,,
OR141586,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-232/20,Orthoflavivirus usutuense,10304,partial,Berlin (BE),Germany,,,,,,
OR141587,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,M 3401,Orthoflavivirus usutuense,10304,partial,Göppingen (BW),Germany,,,,,,
OR141588,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,"2261, 200510902-006, A20181852",Orthoflavivirus usutuense,10304,partial,Großen Linden (HE),Germany,,,,,,
OR141589,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,"2458, 200552579, A20197334",Orthoflavivirus usutuense,10304,partial, Heidelberg (BW),Germany,,,,,,
OR141590,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,"3248, 200666092-005, A20237360",Orthoflavivirus usutuense,10304,partial,Fellbach (BW),Germany,,,,,,
OR141591,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,20 51217-UGF201/2,Orthoflavivirus usutuense,10243,partial, Pforzheim (BW),Germany,,,,,,
OR141592,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,201013632,Orthoflavivirus usutuense,10304,partial,Heimattiergarten Fürstenwalde (BB),Germany,,,,,,
OR141593,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,201014447,Orthoflavivirus usutuense,10304,partial, Limburg (HE),Germany,,,,,,
OR141594,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,201015295,Orthoflavivirus usutuense,10304,partial,Wiesbaden (HE),Germany,,,,,,
OR141595,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,VD-2020/58610,Orthoflavivirus usutuense,10304,partial, Friedberg (HE),Germany,,,,,,
OR141596,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,20 51217-UGF170,Orthoflavivirus usutuense,10304,partial,Erlau/ Schweikershain (SN),Germany,,,,,,
OR141597,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,20 51217-UGF197,Orthoflavivirus usutuense,10304,partial,Guben (BB),Germany,,,,,,
OR141598,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,20 51217-UGF208,Orthoflavivirus usutuense,10304,partial,Berlin (BE),Germany,,,,,,
OR141599,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-249/21,Orthoflavivirus usutuense,11063,complete,Spremberg (BB),Germany,,,,,,
OR141600,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-18/22,Orthoflavivirus usutuense,10932,complete,Stadthagen (NI),Germany,,,,,,
OR141601,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-19/22,Orthoflavivirus usutuense,11065,complete,Lüdersfeld (NI),Germany,,,,,,
OR141602,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-177/21,Orthoflavivirus usutuense,10920,complete,Wunstorf (NI),Germany,,,,,,
OR141603,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-178/21,Orthoflavivirus usutuense,10926,complete,Wildpark Schwarze Berge (NI),Germany,,,,,,
OR141604,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-215/21,Orthoflavivirus usutuense,11062,complete,Wildpark Schwarze Berge (NI),Germany,,,,,,
OR141605,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,ED-I-228/21,Orthoflavivirus usutuense,11062,complete,Zoo Rostock (MV),Germany,,,,,,
OR141606,Usutu virus,,"Bergmann,F., Holicki,C., Groschup,M.H., Sadeghi,B., Ziegler,U.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,05/09/2023,M4509,Orthoflavivirus usutuense,10932,complete,Jessen (ST),Germany,,,,,,
